batch_id,production_date,plant_id,machine_id,glass_type,thickness_mm,furnace_temperature_c,cooling_time_sec,pressure_bar,line_speed_mps,raw_material_quality,operator_shift,operator_experience_years,ambient_humidity_pct,furnace_zone,energy_consumption_kwh,produced_units,scrap_units,rework_units,defect_rate,defect_flag,estimated_scrap_cost_eur,packing_delay_min,downtime_min,shipment_status,co2_emissions_kg
133,2025-01-21,Plant_B,M3,Tempered,8.48,1531.61,60.02,3.56,4.98,0.8,Weekend,1.6,54.57,Zone_1,791.02,644,3,0,0.0056,0,78.87,24.31,13.44,Delayed,324.32
134,2024-08-27,Plant_B,M1,Laminated,10.82,1477.13,75.32,2.54,5.96,0.9,Night,2.2,53.57,Zone_3,967.85,853,6,0,0.0105,0,176.03,20.94,5.84,On-Time,396.82
135,2025-01-25,Plant_B,M2,Solar,5.03,1557.97,71.61,3.51,5.11,0.91,Weekend,4.0,64.21,Zone_1,748.11,523,4,0,0.0109,0,134.22,23.79,6.62,Delayed,306.73
136,2024-12-05,Plant_A,M4,Float,3.2,1535.18,50.65,2.03,8.45,0.92,Night,5.8,56.09,Zone_2,1117.66,1077,95,43,0.1544,1,1692.24,25.39,21.86,Delayed,458.24
137,2024-05-27,Plant_B,M2,Float,7.75,1470.99,70.68,2.61,7.63,0.89,Day,2.3,78.32,Zone_2,732.09,834,4,0,0.0065,0,71.41,15.88,12.34,On-Time,300.16
138,2025-02-11,Plant_C,M1,Laminated,9.26,1528.46,85.81,3.35,7.21,0.87,Weekend,4.5,62.43,Zone_3,844.18,617,25,14,0.0727,1,774.13,34.28,32.34,Delayed,346.11
139,2024-11-20,Plant_C,M4,Float,7.65,1546.27,66.49,2.77,8.04,0.94,Night,2.9,55.42,Zone_1,658.27,558,70,15,0.1486,1,1043.2,40.84,28.09,Delayed,269.89
140,2024-10-21,Plant_A,M1,Solar,5.26,1545.34,79.58,4.15,7.25,0.87,Weekend,5.3,37.94,Zone_3,1166.89,910,5,0,0.0092,0,174.58,27.82,26.66,Delayed,478.42
141,2024-04-12,Plant_B,M2,Laminated,11.58,1519.59,65.08,3.4,6.48,0.88,Weekend,1.2,70.42,Zone_1,810.54,608,2,0,0.0057,0,56.3,23.29,18.98,Delayed,332.32
142,2024-02-27,Plant_B,M3,Laminated,9.81,1524.98,104.05,2.63,5.58,0.96,Day,3.6,47.81,Zone_1,583.52,416,3,0,0.0104,0,82.79,22.6,0.0,Delayed,239.24
143,2024-07-03,Plant_A,M2,Float,4.52,1488.52,46.56,1.94,8.93,0.88,Night,8.2,57.78,Zone_2,925.85,1049,3,0,0.0059,0,52.06,14.25,9.03,On-Time,379.6
144,2024-09-03,Plant_B,M5,Tempered,4.03,1549.15,66.7,3.07,5.24,0.82,Day,4.7,40.5,Zone_3,1315.86,1051,77,22,0.1049,1,1710.37,28.61,21.11,Delayed,539.5
145,2024-09-18,Plant_C,M1,Solar,3.13,1566.24,82.39,3.74,6.79,0.86,Weekend,3.5,41.25,Zone_3,1545.16,1041,9,0,0.0098,0,328.03,22.39,10.29,Delayed,633.52
146,2024-03-16,Plant_B,M3,Laminated,11.15,1507.93,103.06,2.93,5.29,0.82,Night,0.5,64.25,Zone_2,837.04,635,2,0,0.004,0,61.38,24.37,0.0,Delayed,343.19
147,2025-04-12,Plant_B,M2,Solar,4.11,1552.63,75.32,3.94,6.72,0.92,Weekend,4.4,70.01,Zone_1,1058.78,752,5,0,0.0088,0,163.75,22.26,15.15,Delayed,434.1
148,2025-01-02,Plant_C,M3,Laminated,8.94,1478.64,97.6,3.15,3.96,0.8,Day,4.0,54.14,Zone_3,651.1,524,45,19,0.1338,1,1305.11,27.11,28.47,Delayed,266.95
149,2024-01-09,Plant_C,M1,Solar,3.8,1540.28,82.86,3.57,6.52,0.87,Night,3.3,50.25,Zone_2,1207.56,883,2,0,0.004,0,66.76,19.79,0.0,On-Time,495.1
150,2024-08-23,Plant_C,M3,Tempered,4.01,1558.75,91.05,2.89,7.03,0.91,Night,6.3,31.01,Zone_3,1424.27,1052,88,24,0.095,1,2212.87,32.97,20.76,Delayed,583.95
151,2024-05-20,Plant_C,M1,Float,5.91,1543.78,66.49,2.76,8.3,0.85,Day,7.9,68.13,Zone_2,1024.23,938,97,19,0.1377,1,1529.34,37.03,22.99,Delayed,419.93
152,2025-01-08,Plant_C,M2,Float,6.37,1479.16,76.86,2.12,7.01,0.93,Weekend,4.6,54.87,Zone_2,404.5,436,2,0,0.0075,0,34.16,17.32,3.87,On-Time,165.84
153,2024-06-28,Plant_A,M2,Laminated,8.83,1511.4,94.24,3.17,5.64,0.9,Night,1.9,62.08,Zone_2,1242.93,1005,3,0,0.0049,0,96.69,17.07,8.42,On-Time,509.6
154,2024-09-20,Plant_B,M3,Laminated,7.58,1475.84,79.66,3.28,5.55,0.9,Night,3.3,44.74,Zone_2,768.59,646,4,0,0.0065,0,116.09,11.38,4.66,On-Time,315.12
155,2024-05-24,Plant_A,M4,Laminated,12.25,1503.73,97.59,3.5,5.89,0.95,Day,1.8,59.88,Zone_2,1217.16,983,29,5,0.0427,1,778.83,22.68,32.6,Delayed,499.04
156,2024-05-06,Plant_B,M3,Laminated,8.31,1527.37,104.7,3.03,4.04,0.86,Night,7.7,74.13,Zone_3,1467.34,1061,3,0,0.004,0,86.25,8.05,18.47,On-Time,601.61
157,2024-04-20,Plant_C,M2,Solar,5.54,1560.72,60.23,3.95,7.13,0.9,Day,4.6,65.07,Zone_3,1031.66,695,4,0,0.0069,0,132.96,20.11,1.17,On-Time,422.98
158,2024-08-14,Plant_C,M1,Solar,5.68,1581.04,69.15,3.55,6.31,0.9,Weekend,1.9,42.68,Zone_2,1747.11,1127,3,0,0.004,0,102.12,24.76,18.06,Delayed,716.32
159,2024-04-29,Plant_A,M1,Float,3.48,1496.79,55.4,2.88,9.15,0.76,Day,9.2,65.44,Zone_2,590.51,680,36,12,0.0764,1,556.92,11.3,15.61,On-Time,242.11
160,2024-08-28,Plant_C,M2,Solar,3.69,1576.78,82.54,4.01,5.77,0.83,Day,3.9,49.19,Zone_3,999.2,643,2,0,0.0041,0,72.61,9.75,0.0,On-Time,409.67
161,2025-03-05,Plant_C,M2,Solar,4.63,1542.22,66.92,3.31,6.61,0.79,Night,5.1,64.65,Zone_2,1415.51,1008,5,0,0.0057,0,172.03,15.23,11.2,On-Time,580.36
162,2024-10-13,Plant_A,M3,Tempered,6.95,1540.8,72.08,3.78,7.23,0.96,Day,8.5,39.8,Zone_1,1098.1,921,2,0,0.0043,0,47.8,16.63,10.42,On-Time,450.22
163,2024-04-11,Plant_C,M3,Laminated,10.39,1512.98,82.8,2.35,4.98,0.86,Day,7.2,70.69,Zone_2,1474.19,1081,56,20,0.0649,1,1480.06,29.4,23.0,Delayed,604.42
164,2024-05-05,Plant_B,M1,Tempered,8.04,1546.37,61.63,3.56,7.6,0.78,Night,7.2,62.87,Zone_3,737.06,609,3,0,0.0058,0,79.62,15.13,9.77,On-Time,302.19
165,2024-02-21,Plant_B,M2,Tempered,10.81,1531.6,64.16,3.44,5.36,0.83,Night,3.8,69.2,Zone_1,1131.35,945,6,0,0.0096,0,143.31,23.9,6.78,Delayed,463.85
166,2024-07-31,Plant_C,M2,Tempered,9.48,1527.49,68.84,3.34,7.59,0.95,Day,9.0,41.37,Zone_1,1029.49,846,6,0,0.0101,0,158.58,14.82,8.55,On-Time,422.09
167,2024-01-03,Plant_B,M2,Tempered,4.09,1539.91,58.82,3.38,6.46,0.89,Night,5.6,57.72,Zone_1,772.19,629,2,0,0.004,0,49.0,29.96,15.46,Delayed,316.6
168,2024-01-27,Plant_A,M1,Laminated,11.52,1503.29,67.74,2.69,7.12,0.9,Night,3.2,58.42,Zone_1,1207.55,1022,6,0,0.0088,0,179.95,23.44,18.14,Delayed,495.1
169,2024-01-17,Plant_A,M3,Float,4.56,1491.42,74.91,2.02,8.66,0.9,Day,7.1,68.74,Zone_2,426.07,456,1,0,0.004,0,17.71,12.31,6.42,On-Time,174.69
170,2024-03-06,Plant_B,M4,Laminated,7.76,1527.67,93.27,3.65,4.37,0.89,Day,11.1,61.78,Zone_1,1217.83,870,3,0,0.004,0,86.69,21.64,6.32,On-Time,499.31
171,2024-08-14,Plant_C,M1,Laminated,13.97,1522.8,90.18,2.52,6.44,0.91,Day,4.0,40.15,Zone_1,1082.02,799,31,8,0.0562,1,906.7,33.68,18.38,Delayed,443.63
172,2025-05-05,Plant_B,M4,Float,4.42,1480.57,61.52,3.1,6.42,0.87,Day,9.7,69.45,Zone_2,637.45,671,32,9,0.0545,1,531.79,34.69,18.61,Delayed,261.35
173,2024-03-23,Plant_B,M5,Tempered,5.99,1517.67,71.37,4.05,6.82,0.86,Day,8.4,65.55,Zone_2,729.25,645,3,0,0.0075,0,75.18,21.17,3.04,On-Time,298.99
174,2024-11-28,Plant_B,M5,Laminated,8.08,1504.86,63.17,2.99,4.66,0.93,Day,7.2,51.62,Zone_3,623.4,497,2,0,0.004,0,61.67,12.47,0.0,On-Time,255.59
175,2024-04-27,Plant_C,M5,Tempered,4.61,1539.44,62.99,3.45,7.28,0.91,Day,9.2,58.19,Zone_1,666.43,536,3,0,0.0059,0,73.06,21.33,3.15,On-Time,273.24
176,2025-04-09,Plant_B,M4,Float,6.97,1483.87,59.55,2.91,6.88,0.77,Day,4.2,63.28,Zone_2,926.46,980,2,0,0.0041,0,32.43,20.58,11.85,On-Time,379.85
177,2025-01-18,Plant_A,M4,Float,3.81,1461.39,46.0,2.12,6.33,0.99,Day,7.5,50.7,Zone_1,675.25,798,42,12,0.071,1,707.76,6.5,28.05,On-Time,276.85
178,2024-04-08,Plant_C,M3,Tempered,9.62,1537.01,70.24,2.91,7.09,0.91,Night,9.7,69.4,Zone_3,932.05,728,3,0,0.006,0,78.99,11.86,8.16,On-Time,382.14
179,2024-12-03,Plant_C,M1,Solar,3.61,1490.93,52.65,3.8,7.11,0.88,Day,4.8,61.34,Zone_3,1050.74,910,7,0,0.0094,0,238.55,23.05,12.31,Delayed,430.8
180,2025-03-09,Plant_C,M1,Laminated,12.99,1509.4,72.85,3.0,5.93,0.95,Night,4.9,64.48,Zone_2,783.97,608,2,0,0.004,0,53.05,22.17,10.74,Delayed,321.43
181,2025-06-03,Plant_A,M2,Solar,5.63,1548.67,86.85,2.85,4.86,0.88,Day,7.0,68.33,Zone_1,1067.74,807,49,18,0.1085,1,1722.39,18.34,20.91,Delayed,437.77
182,2025-01-11,Plant_A,M3,Tempered,9.65,1485.04,56.68,2.87,5.66,0.9,Night,6.2,59.34,Zone_3,790.22,789,4,0,0.0087,0,95.4,10.01,11.62,On-Time,323.99
183,2024-01-27,Plant_C,M3,Float,5.74,1449.36,67.74,2.72,8.11,0.84,Day,9.8,53.44,Zone_3,735.47,852,8,0,0.0112,0,131.5,18.92,10.7,On-Time,301.54
184,2024-12-13,Plant_B,M1,Tempered,9.06,1528.97,81.51,2.94,6.0,0.86,Weekend,2.6,46.7,Zone_3,1275.37,1095,10,0,0.0108,0,223.06,37.21,26.46,Delayed,522.9
185,2024-03-12,Plant_A,M1,Float,5.22,1489.45,58.38,2.58,8.26,0.99,Night,6.0,62.41,Zone_1,552.11,652,3,0,0.0072,0,48.07,18.84,14.68,On-Time,226.37
186,2025-04-09,Plant_B,M2,Laminated,13.87,1525.64,93.65,3.36,4.51,0.88,Day,3.2,64.51,Zone_2,1407.46,1037,4,0,0.0052,0,127.31,18.15,0.0,On-Time,577.06
187,2024-03-27,Plant_A,M2,Tempered,11.1,1531.76,91.86,3.29,7.25,0.89,Night,6.2,63.72,Zone_1,543.33,477,4,0,0.012,0,107.47,16.83,13.21,On-Time,222.77
188,2024-10-05,Plant_B,M4,Solar,3.72,1541.86,56.68,3.51,4.42,0.95,Night,3.5,31.18,Zone_2,955.23,679,2,0,0.0058,0,65.82,22.74,12.44,Delayed,391.64
189,2025-06-08,Plant_A,M3,Solar,3.4,1525.5,85.78,3.7,5.52,0.83,Day,3.3,61.28,Zone_3,573.67,450,3,0,0.007,0,112.63,0.0,9.0,On-Time,235.2
190,2025-05-13,Plant_C,M3,Float,7.65,1505.09,50.04,1.8,8.81,0.91,Day,8.4,61.23,Zone_3,623.6,601,29,13,0.0719,1,488.13,19.07,20.01,On-Time,255.68
191,2024-07-28,Plant_B,M2,Tempered,9.58,1502.14,60.78,3.73,6.71,0.83,Night,5.6,46.69,Zone_2,563.12,517,41,7,0.1014,1,984.07,22.5,23.93,Delayed,230.88
192,2024-01-08,Plant_B,M4,Tempered,9.49,1536.35,90.28,3.67,6.91,0.95,Day,7.2,52.9,Zone_3,1179.02,946,5,0,0.0083,0,110.23,8.78,5.56,On-Time,483.4
193,2025-05-27,Plant_C,M3,Float,6.03,1472.13,74.79,2.84,8.49,0.91,Day,4.7,67.83,Zone_3,556.03,591,40,16,0.0878,1,584.79,29.66,27.15,Delayed,227.97
194,2024-01-20,Plant_B,M1,Laminated,8.68,1518.55,102.21,3.22,4.58,0.86,Night,4.4,55.43,Zone_3,962.44,743,3,0,0.004,0,97.16,3.67,18.39,On-Time,394.6
195,2025-03-03,Plant_B,M1,Solar,3.5,1534.95,74.7,3.52,5.56,0.82,Day,3.6,71.49,Zone_2,843.15,651,31,6,0.0655,1,1061.72,27.47,11.44,Delayed,345.69
196,2025-04-16,Plant_C,M3,Float,3.41,1455.51,73.25,2.45,6.05,0.82,Day,1.4,70.83,Zone_1,690.03,781,70,15,0.1455,1,1196.54,21.09,21.04,Delayed,282.91
197,2025-02-14,Plant_C,M1,Solar,5.82,1550.36,68.95,3.57,6.74,0.97,Weekend,6.1,59.28,Zone_3,707.72,509,2,0,0.0067,0,64.14,27.28,11.05,Delayed,290.17
198,2024-12-07,Plant_A,M1,Float,7.76,1482.76,64.01,2.12,8.07,0.85,Night,6.3,37.41,Zone_1,1047.34,1237,4,0,0.0055,0,64.51,12.8,12.4,On-Time,429.41
199,2024-12-23,Plant_B,M2,Tempered,7.25,1535.7,76.33,3.71,6.49,0.95,Day,5.3,51.61,Zone_2,939.47,775,5,0,0.0102,0,131.08,5.93,1.91,On-Time,385.18
200,2024-06-05,Plant_C,M1,Tempered,6.0,1543.52,78.21,3.54,7.45,0.87,Weekend,2.2,56.24,Zone_3,639.24,520,2,0,0.0051,0,51.5,28.64,18.21,Delayed,262.09
201,2025-04-04,Plant_C,M5,Laminated,10.72,1536.02,94.22,3.68,5.6,0.9,Weekend,5.2,76.75,Zone_3,1123.07,787,41,12,0.0835,1,1308.3,45.41,42.46,Delayed,460.46
202,2025-03-26,Plant_A,M4,Solar,4.53,1515.68,53.26,3.7,5.68,0.97,Night,4.3,58.61,Zone_2,693.44,557,3,0,0.0095,0,100.32,8.31,6.11,On-Time,284.31
203,2024-12-26,Plant_C,M1,Laminated,12.41,1548.44,65.65,2.87,6.66,0.92,Day,4.0,58.56,Zone_1,1289.77,882,55,14,0.0769,1,1582.38,24.2,18.52,Delayed,528.81
204,2024-10-20,Plant_A,M1,Solar,3.88,1502.88,53.49,3.32,6.69,0.99,Day,8.9,39.13,Zone_3,1226.58,1098,11,0,0.0115,0,415.87,0.0,0.22,On-Time,502.9
205,2024-02-12,Plant_B,M5,Tempered,4.08,1552.81,78.04,3.79,7.8,0.84,Day,3.7,63.12,Zone_2,807.24,641,6,0,0.0119,0,135.89,16.85,5.55,On-Time,330.97
206,2024-03-04,Plant_B,M1,Laminated,7.32,1528.55,72.28,2.72,5.35,0.93,Weekend,4.6,58.71,Zone_1,896.22,673,6,0,0.0111,0,172.34,16.41,17.81,On-Time,367.45
207,2024-06-25,Plant_A,M2,Solar,4.21,1524.06,76.88,3.93,5.38,0.88,Weekend,3.7,51.21,Zone_3,1116.86,912,6,0,0.0104,0,226.23,13.5,16.09,On-Time,457.91
208,2024-06-11,Plant_B,M3,Laminated,7.1,1528.07,86.26,3.62,4.99,0.87,Day,6.2,53.81,Zone_2,1453.9,1049,7,0,0.0093,0,187.11,8.8,10.89,On-Time,596.1
209,2024-02-23,Plant_C,M3,Float,3.38,1480.91,64.23,2.51,6.55,0.89,Day,7.1,70.74,Zone_3,506.05,521,1,0,0.004,0,17.28,14.72,8.01,On-Time,207.48
210,2024-10-17,Plant_B,M5,Tempered,11.87,1489.03,56.86,3.07,5.1,0.87,Day,10.7,45.91,Zone_3,637.59,622,5,0,0.0092,0,109.37,14.02,3.07,On-Time,261.41
211,2024-12-24,Plant_B,M4,Tempered,8.46,1537.22,68.26,3.29,6.99,0.83,Night,5.4,55.04,Zone_1,1091.92,872,4,0,0.0065,0,97.63,22.39,12.14,Delayed,447.69
212,2025-01-20,Plant_C,M3,Tempered,4.26,1482.26,60.97,3.15,6.51,0.88,Night,5.8,57.33,Zone_3,850.7,794,3,0,0.0052,0,75.07,20.75,11.46,On-Time,348.79
213,2025-06-23,Plant_A,M4,Laminated,7.85,1506.01,62.11,3.16,4.65,0.96,Day,6.2,56.51,Zone_2,736.69,581,3,0,0.0067,0,81.78,2.0,5.01,On-Time,302.04
214,2024-08-07,Plant_B,M4,Tempered,5.25,1504.6,87.54,3.29,6.04,0.89,Day,3.0,49.3,Zone_1,983.26,868,43,12,0.0754,1,938.57,20.23,18.37,On-Time,403.14
215,2024-10-29,Plant_A,M5,Float,6.9,1451.34,75.96,1.8,8.21,0.89,Night,4.2,43.63,Zone_3,865.69,1121,100,25,0.1217,1,1453.82,28.25,14.09,Delayed,354.93
216,2025-01-20,Plant_A,M2,Tempered,6.18,1514.92,81.95,3.56,5.88,0.96,Night,6.1,58.61,Zone_3,1080.36,1000,7,0,0.012,0,158.52,5.76,0.38,On-Time,442.95
217,2024-06-18,Plant_C,M4,Float,3.33,1492.68,60.88,2.96,8.31,0.86,Day,7.2,47.28,Zone_3,962.84,964,6,0,0.0111,0,89.84,28.89,12.29,Delayed,394.76
218,2025-03-30,Plant_C,M3,Solar,3.7,1560.81,85.35,3.56,5.54,0.78,Day,9.4,68.43,Zone_1,1020.75,674,4,0,0.01,0,139.34,22.95,0.18,Delayed,418.51
219,2025-04-25,Plant_A,M3,Solar,3.02,1531.27,72.38,3.43,6.35,0.91,Day,4.1,59.96,Zone_2,640.47,495,2,0,0.005,0,74.23,0.73,0.0,On-Time,262.59
220,2025-05-29,Plant_C,M4,Tempered,4.67,1551.9,56.9,3.11,5.87,0.78,Night,3.3,66.13,Zone_3,1134.8,844,76,14,0.1106,1,1786.49,28.93,22.25,Delayed,465.27
221,2024-09-13,Plant_A,M4,Laminated,9.27,1488.42,61.56,3.16,4.84,0.86,Night,6.1,34.63,Zone_1,1122.19,950,4,0,0.006,0,126.73,8.88,12.83,On-Time,460.1
222,2025-06-12,Plant_A,M3,Float,6.95,1480.15,46.01,2.17,6.01,0.93,Night,9.4,60.76,Zone_2,902.98,1027,10,0,0.0118,0,154.19,17.63,17.32,On-Time,370.22
223,2025-06-09,Plant_A,M4,Float,5.34,1448.09,58.24,3.27,6.64,0.97,Weekend,5.3,65.48,Zone_1,615.41,758,4,0,0.01,0,61.16,14.22,17.98,On-Time,252.32
224,2024-12-23,Plant_A,M4,Float,7.33,1467.03,67.71,2.94,7.39,0.99,Day,8.5,43.11,Zone_2,931.43,1094,3,0,0.0043,0,50.18,9.6,5.03,On-Time,381.89
225,2024-03-24,Plant_B,M2,Float,6.26,1507.75,50.07,2.12,6.49,0.86,Day,7.3,58.33,Zone_1,487.7,496,2,0,0.0072,0,32.66,23.38,0.0,Delayed,199.96
226,2024-12-09,Plant_A,M2,Float,3.87,1499.16,78.68,2.12,6.27,0.92,Day,8.6,50.48,Zone_2,1015.56,1114,3,0,0.004,0,44.71,12.14,4.96,On-Time,416.38
227,2024-05-22,Plant_C,M4,Solar,5.14,1555.04,77.12,2.99,6.51,0.91,Night,7.1,65.38,Zone_1,889.82,589,24,12,0.0691,1,813.81,30.44,20.19,Delayed,364.83
228,2024-08-08,Plant_A,M5,Solar,3.13,1543.91,82.14,3.81,5.07,0.92,Day,6.0,46.56,Zone_2,1364.47,1054,5,0,0.0088,0,157.42,14.0,11.29,On-Time,559.43
229,2024-05-04,Plant_A,M2,Solar,3.0,1509.84,61.16,4.22,4.72,0.97,Night,5.1,66.34,Zone_3,775.37,664,4,0,0.008,0,136.76,3.3,7.76,On-Time,317.9
230,2024-04-23,Plant_B,M5,Float,3.69,1489.56,45.33,2.72,6.38,0.89,Night,7.0,65.45,Zone_3,509.54,558,3,0,0.0066,0,49.88,14.39,6.25,On-Time,208.91
231,2024-05-27,Plant_B,M4,Float,3.64,1529.11,68.62,2.87,7.85,0.89,Night,7.2,66.74,Zone_1,1082.9,1008,8,0,0.0091,0,121.75,21.61,19.67,On-Time,443.99
232,2024-07-10,Plant_C,M1,Laminated,7.81,1544.26,72.7,4.12,5.22,0.93,Day,4.8,58.99,Zone_3,1346.85,931,73,29,0.1247,1,2022.81,32.0,31.83,Delayed,552.21
233,2025-06-03,Plant_C,M1,Solar,3.92,1568.4,81.16,3.79,6.54,0.84,Weekend,7.8,58.01,Zone_1,1770.4,1183,8,1,0.0099,0,300.1,31.07,24.36,Delayed,725.86
234,2025-01-17,Plant_B,M1,Laminated,13.8,1499.67,103.49,3.43,6.22,0.9,Night,5.9,52.88,Zone_2,823.8,677,5,0,0.0101,0,145.39,17.44,17.4,On-Time,337.76
235,2024-04-16,Plant_C,M3,Tempered,4.61,1515.48,59.22,3.4,7.29,0.87,Day,8.8,76.61,Zone_3,790.9,658,3,0,0.0088,0,79.92,19.04,7.04,On-Time,324.27
236,2024-06-28,Plant_C,M4,Solar,3.45,1603.78,72.94,3.49,5.32,0.84,Night,4.0,48.85,Zone_1,1732.66,1019,97,31,0.1284,1,3218.87,42.39,26.28,Delayed,710.39
237,2025-04-13,Plant_A,M3,Tempered,10.42,1499.04,75.94,3.43,7.2,0.83,Day,4.7,67.29,Zone_1,658.58,623,3,0,0.0063,0,72.76,0.0,4.03,On-Time,270.02
238,2024-11-19,Plant_B,M5,Solar,3.6,1566.61,84.97,3.45,5.66,0.84,Weekend,3.5,39.56,Zone_3,1512.51,1038,74,27,0.0942,1,2815.51,23.69,13.05,Delayed,620.13
239,2024-02-07,Plant_C,M2,Laminated,6.08,1528.63,75.38,3.59,6.58,0.78,Day,8.4,61.13,Zone_1,856.93,608,2,0,0.004,0,57.85,9.27,0.0,On-Time,351.34
240,2024-12-05,Plant_B,M1,Laminated,6.39,1520.37,86.46,3.26,5.39,0.9,Day,9.5,52.24,Zone_2,608.38,474,2,0,0.007,0,57.5,12.71,5.33,On-Time,249.44
241,2025-01-30,Plant_B,M2,Solar,3.04,1535.0,81.51,3.69,6.8,0.86,Night,6.8,62.36,Zone_2,729.58,547,2,0,0.0045,0,67.15,16.77,7.77,On-Time,299.13
242,2025-06-15,Plant_B,M1,Solar,4.54,1491.72,82.21,3.57,5.36,0.85,Day,6.5,59.4,Zone_3,900.95,804,6,0,0.012,0,224.12,17.05,9.65,On-Time,369.39
243,2024-07-03,Plant_C,M3,Laminated,10.2,1473.85,86.51,2.89,5.17,0.92,Day,6.3,59.15,Zone_2,1003.33,830,5,0,0.0062,0,132.95,2.41,11.87,On-Time,411.37
244,2024-11-09,Plant_B,M5,Solar,3.01,1569.38,66.79,4.23,6.0,0.87,Day,6.4,38.93,Zone_2,1107.69,756,65,11,0.0976,1,2013.78,22.04,12.29,Delayed,454.15
245,2024-02-13,Plant_C,M3,Solar,4.85,1558.89,56.05,3.19,5.32,0.86,Day,9.7,72.73,Zone_1,846.83,560,30,10,0.062,1,1009.93,17.34,16.99,On-Time,347.2
246,2025-02-19,Plant_B,M5,Tempered,11.83,1542.01,67.37,3.2,7.05,0.98,Weekend,1.0,67.47,Zone_1,836.22,685,3,0,0.0046,0,75.5,36.29,10.7,Delayed,342.85
247,2025-03-24,Plant_A,M2,Float,6.09,1462.32,66.05,2.64,8.47,0.94,Day,10.1,61.63,Zone_3,788.41,972,3,0,0.0049,0,46.98,1.35,0.0,On-Time,323.25
248,2025-01-27,Plant_C,M1,Tempered,8.75,1511.03,72.45,3.5,6.86,0.81,Night,5.5,68.06,Zone_2,930.01,827,5,0,0.0093,0,121.55,16.5,3.2,On-Time,381.3
249,2024-03-19,Plant_C,M2,Laminated,7.04,1476.08,101.04,2.87,4.25,0.83,Day,7.7,62.85,Zone_3,921.68,772,55,23,0.1267,1,1655.05,25.69,14.65,Delayed,377.89
250,2024-04-26,Plant_A,M2,Solar,4.65,1542.75,84.28,2.75,5.19,0.96,Day,6.9,74.26,Zone_3,617.22,475,39,8,0.1082,1,1265.41,13.79,15.01,Delayed,253.06
251,2024-09-23,Plant_C,M4,Tempered,6.45,1583.74,70.78,3.91,6.2,0.88,Weekend,2.0,37.91,Zone_2,1126.16,767,75,25,0.1259,1,1843.58,45.57,27.36,Delayed,461.73
252,2025-05-17,Plant_A,M1,Tempered,9.3,1527.55,91.89,3.48,7.36,0.94,Weekend,4.0,62.51,Zone_2,1288.29,1168,7,0,0.0111,0,184.9,6.68,3.12,On-Time,528.2
253,2025-03-31,Plant_A,M3,Laminated,6.32,1541.26,101.93,3.15,5.62,0.83,Night,1.7,65.33,Zone_3,855.58,619,70,20,0.1405,1,1966.42,16.57,25.13,Delayed,350.79
254,2024-11-03,Plant_A,M2,Laminated,9.42,1525.39,70.45,3.39,5.24,0.87,Day,5.1,44.85,Zone_1,1025.36,795,5,0,0.0102,0,150.97,1.57,8.42,On-Time,420.4
255,2024-05-22,Plant_A,M4,Float,3.13,1480.4,52.16,2.64,8.02,0.92,Day,4.8,80.7,Zone_3,537.67,590,5,0,0.0107,0,88.63,2.25,8.67,On-Time,220.44
256,2024-05-12,Plant_C,M1,Float,6.41,1497.16,66.54,1.81,8.13,0.86,Day,4.9,67.02,Zone_3,506.65,542,2,0,0.007,0,34.31,19.12,3.64,On-Time,207.73
257,2025-06-22,Plant_B,M4,Float,7.02,1491.75,45.11,2.66,7.54,0.96,Day,9.4,61.88,Zone_2,400.26,395,2,0,0.0073,0,32.66,10.47,8.03,On-Time,164.11
258,2025-04-05,Plant_B,M5,Laminated,7.51,1513.0,87.19,3.79,5.45,0.91,Day,7.3,64.41,Zone_3,702.25,545,3,0,0.0072,0,80.97,5.65,3.4,On-Time,287.92
259,2024-07-05,Plant_A,M4,Float,6.06,1453.25,44.69,2.14,6.7,0.89,Night,5.9,59.77,Zone_3,641.81,778,64,27,0.1084,1,934.25,27.48,24.47,Delayed,263.14
260,2024-06-17,Plant_A,M3,Tempered,6.05,1488.69,61.2,3.44,5.97,0.88,Day,6.2,54.35,Zone_3,809.16,798,5,0,0.009,0,113.17,7.37,14.4,On-Time,331.76
261,2024-03-21,Plant_B,M2,Laminated,12.56,1489.1,80.61,3.79,4.81,0.89,Day,10.1,73.18,Zone_2,909.95,751,2,0,0.0053,0,63.2,28.96,1.22,Delayed,373.08
262,2024-04-05,Plant_C,M2,Tempered,4.84,1552.3,65.41,4.5,7.24,0.92,Day,8.5,70.2,Zone_3,695.88,531,3,0,0.0094,0,76.06,13.81,6.77,On-Time,285.31
263,2024-12-11,Plant_C,M1,Float,4.17,1503.23,46.11,2.66,7.23,0.84,Day,8.6,46.6,Zone_3,554.32,580,3,0,0.007,0,48.3,15.53,7.66,On-Time,227.27
264,2024-09-28,Plant_C,M2,Solar,5.96,1532.11,71.38,4.01,7.22,0.83,Night,7.7,45.99,Zone_1,765.96,563,4,0,0.0111,0,135.21,20.16,2.97,On-Time,314.04
265,2024-10-23,Plant_C,M3,Solar,3.18,1536.41,67.79,3.23,6.9,0.91,Day,8.2,50.38,Zone_3,807.47,571,1,0,0.004,0,36.46,9.72,0.48,On-Time,331.06
